,venue,match_category,team_1,team_2,team_1_runs,team_1_wickets,team_2_runs,team_2_wickets,pom,world_cup_year,host_country,match_status,winning_team,best_batter_1,best_batter_1_runs,best_batter_2,best_batter_2_runs,best_baller_1,best_baller_1_wick,best_baller_2,best_baller_2_wick
201, Port of Spain,League-Match,IND,BER,413.0,5.0,156.0,0.0,Virender Sehwag,2007,WI,played,IND,V Sehwag,114,SC Ganguly,89,AB Agarkar,3,A Kumble,3
202, Bridgetown,League-Match,IRE,BAN,243.0,7.0,169.0,0.0,William Porterfield,2007,WI,played,IRE,WTS Porterfield,85,KJ OBrien,48,D Langford-Smith,2,WK McCallan,2
203, Bridgetown,League-Match,IRE,AUS,91.0,0.0,92.0,1.0,Glenn McGrath,2007,WI,played,AUS,AC Gilchrist,34,MEK Hussey,30,GD McGrath,3,SW Tait,3
204, Ahmedabad,League-Match,ENG,NZ,282.0,9.0,283.0,1.0,Rachin Ravindra,2023,IND,played,NZ,DP Conway,152,R Ravindra,123,MJ Henry,3,MJ Santner,2
205, Bengaluru,League-Match,NZ,PAK,401.0,6.0,200.0,1.0,Fakhar Zaman,2023,IND,played,PAK,Fakhar Zaman,126,R Ravindra,108,Mohammad Wasim,3,TG Southee,1
206, Dharamsala,League-Match,NZ,IND,273.0,0.0,274.0,6.0,Mohammed Shami,2023,IND,played,IND,DJ Mitchell,130,V Kohli,95,Mohammed Shami,5,Kuldeep Yadav,2
207, Dharamsala,League-Match,NED,SA,245.0,8.0,207.0,0.0,Scott Edwards,2023,IND,played,NED,SA Edwards,78,DA Miller,43,LV van Beek,3,M Jansen,2
208, Delhi,League-Match,AUS,NED,399.0,8.0,90.0,0.0,Glenn Maxwell,2023,IND,played,AUS,GJ Maxwell,106,DA Warner,104,A Zampa,4,LV van Beek,4
209, Delhi,League-Match,SL,BAN,279.0,0.0,282.0,7.0,Shakib Al Hasan,2023,IND,played,BAN,KIC Asalanka,108,Najmul Hossain Shanto,90,D Madushanka,3,Tanzim Hasan Sakib,3
210, Eden Gardens,Semi-Final,SA,AUS,212.0,0.0,215.0,7.0,Travis Head,2023,IND,played,AUS,DA Miller,101,TM Head,62,MA Starc,3,PJ Cummins,3
211, Pune,League-Match,SL,AFG,241.0,0.0,242.0,3.0,Fazalhaq Farooqi,2023,IND,played,AFG,Azmatullah Omarzai,73,Rahmat Shah,62,Fazalhaq Farooqi,4,Mujeeb Ur Rahman,2
212, Pune,League-Match,BAN,AUS,306.0,8.0,307.0,2.0,Mitchell Marsh,2023,IND,played,AUS,MR Marsh,177,Towhid Hridoy,74,A Zampa,2,SA Abbott,2
213, Eden Gardens,League-Match,IND,SA,326.0,5.0,83.0,0.0,Virat Kohli,2023,IND,played,IND,V Kohli,101,SS Iyer,77,RA Jadeja,5,Kuldeep Yadav,2
214, Eden Gardens,League-Match,ENG,PAK,337.0,9.0,244.0,0.0,David Willey,2023,IND,played,ENG,BA Stokes,84,JE Root,60,DJ Willey,3,Haris Rauf,3
215, Ahmedabad,League-Match,AFG,SA,244.0,0.0,247.0,5.0,Rassie van der Dussen,2023,IND,played,SA,Azmatullah Omarzai,97,HE van der Dussen,76,G Coetzee,4,KA Maharaj,2
216, Hyderabad,League-Match,SL,PAK,344.0,9.0,345.0,4.0,Mohammad Rizwan,2023,IND,played,PAK,Mohammad Rizwan,131,BKG Mendis,122,Hasan Ali,4,Haris Rauf,2
217, Chennai,League-Match,NZ,AFG,288.0,6.0,139.0,0.0,Glenn Phillips,2023,IND,played,NZ,GD Phillips,71,TWM Latham,68,LH Ferguson,3,MJ Santner,3
218, Ahmedabad,League-Match,AUS,ENG,286.0,0.0,253.0,0.0,Adam Zampa,2023,IND,played,AUS,M Labuschagne,71,BA Stokes,64,CR Woakes,4,A Zampa,3
219, Dharamsala,League-Match,AFG,BAN,156.0,0.0,158.0,4.0,Mehidy Hasan Miraz,2023,IND,played,BAN,Najmul Hossain Shanto,59,Mehidy Hasan Miraz,57,Mehidy Hasan Miraz,3,Shakib Al Hasan,3
220, Wankhede,League-Match,SA,BAN,382.0,5.0,233.0,0.0,Quinton de Kock,2023,IND,played,SA,Q de Kock,174,Mahmudullah,111,G Coetzee,3,K Rabada,2
221, Lucknow,League-Match,NED,AFG,179.0,0.0,181.0,3.0,Mohammad Nabi,2023,IND,played,AFG,SA Engelbrecht,58,Hashmatullah Shahidi,56,Mohammad Nabi,3,Noor Ahmad,2
222, Pune,League-Match,SA,NZ,357.0,4.0,167.0,0.0,Rassie van der Dussen,2023,IND,played,SA,HE van der Dussen,133,Q de Kock,114,KA Maharaj,4,M Jansen,3
223, Delhi,League-Match,AFG,IND,272.0,8.0,273.0,2.0,Rohit Sharma,2023,IND,played,IND,RG Sharma,131,Hashmatullah Shahidi,80,JJ Bumrah,4,HH Pandya,2
224, Ahmedabad,Final,IND,AUS,240.0,0.0,241.0,4.0,Travis Head,2023,IND,played,AUS,TM Head,137,KL Rahul,66,MA Starc,3,PJ Cummins,2
225, Pune,League-Match,BAN,IND,256.0,8.0,261.0,3.0,Virat Kohli,2023,IND,played,IND,V Kohli,103,Litton Das,66,RA Jadeja,2,JJ Bumrah,2
226, Delhi,League-Match,AFG,ENG,284.0,0.0,215.0,0.0,Mujeeb Ur Rahman,2023,IND,played,AFG,Rahmanullah Gurbaz,80,HC Brook,66,Rashid Khan,3,AU Rashid,3
227, Ahmedabad,League-Match,PAK,IND,191.0,0.0,192.0,3.0,Jasprit Bumrah,2023,IND,played,IND,RG Sharma,86,SS Iyer,53,JJ Bumrah,2,Kuldeep Yadav,2
228, Eden Gardens,League-Match,BAN,PAK,204.0,0.0,205.0,3.0,Fakhar Zaman,2023,IND,played,PAK,Fakhar Zaman,81,Abdullah Shafique,68,Shaheen Shah Afridi,3,Mohammad Wasim,3
229, Chennai,League-Match,PAK,SA,270.0,0.0,271.0,9.0,Tabraiz Shamsi,2023,IND,played,SA,AK Markram,91,Saud Shakeel,52,T Shamsi,4,Shaheen Shah Afridi,3
230, Eden Gardens,League-Match,NED,BAN,229.0,0.0,142.0,0.0,Paul van Meekeren,2023,IND,played,NED,SA Edwards,68,W Barresi,41,PA van Meekeren,4,BFW de Leede,2
231, Dharamsala,League-Match,AUS,NZ,388.0,0.0,383.0,9.0,Travis Head,2023,IND,played,AUS,R Ravindra,116,TM Head,109,GD Phillips,3,A Zampa,3
232, Lucknow,League-Match,SA,AUS,311.0,7.0,177.0,0.0,Quinton de Kock,2023,IND,played,SA,Q de Kock,109,AK Markram,56,K Rabada,3,KA Maharaj,2
233, Delhi,League-Match,SA,SL,428.0,5.0,326.0,0.0,Aiden Markram,2023,IND,played,SA,HE van der Dussen,108,AK Markram,106,G Coetzee,3,KA Maharaj,2
234, Pune,League-Match,ENG,NED,339.0,9.0,179.0,0.0,Ben Stokes,2023,IND,played,ENG,BA Stokes,108,DJ Malan,87,MM Ali,3,AU Rashid,3
235, Wankhede,League-Match,AFG,AUS,291.0,5.0,293.0,7.0,Glenn Maxwell,2023,IND,played,AUS,GJ Maxwell,201,Ibrahim Zadran,129,JR Hazlewood,2,Rashid Khan,2
236, Chennai,League-Match,AUS,IND,199.0,0.0,201.0,4.0,KL Rahul,2023,IND,played,IND,KL Rahul,97,V Kohli,85,RA Jadeja,3,JR Hazlewood,3
237, Chennai,League-Match,BAN,NZ,245.0,9.0,248.0,2.0,Lockie Ferguson,2023,IND,played,NZ,DJ Mitchell,89,KS Williamson,78,LH Ferguson,3,TA Boult,2
238, Lucknow,League-Match,IND,ENG,229.0,9.0,129.0,0.0,Rohit Sharma,2023,IND,played,IND,RG Sharma,87,SA Yadav,49,Mohammed Shami,4,DJ Willey,3
239, Wankhede,League-Match,IND,SL,357.0,8.0,55.0,0.0,Mohammed Shami,2023,IND,played,IND,Shubman Gill,92,V Kohli,88,Mohammed Shami,5,D Madushanka,5
240, Bengaluru,League-Match,ENG,SL,156.0,0.0,160.0,2.0,Lahiru Kumara,2023,IND,played,SL,P Nissanka,77,S Samarawickrama,65,CBRLS Kumara,3,AD Mathews,2
241, Eden Gardens,League-Match,ENG,PAK,337.0,9.0,244.0,0.0,David Willey,2023,IND,played,ENG,BA Stokes,84,JE Root,60,DJ Willey,3,Haris Rauf,3
242, Bengaluru,League-Match,AUS,PAK,367.0,9.0,305.0,0.0,David Warner,2023,IND,played,AUS,DA Warner,163,MR Marsh,121,Shaheen Shah Afridi,5,A Zampa,4
243, Lucknow,League-Match,SL,AUS,209.0,0.0,215.0,5.0,Adam Zampa,2023,IND,played,AUS,MDKJ Perera,78,P Nissanka,61,A Zampa,4,D Madushanka,3
244, Chennai,League-Match,PAK,AFG,282.0,7.0,286.0,2.0,Ibrahim Zadran,2023,IND,played,AFG,Ibrahim Zadran,87,Rahmat Shah,77,Noor Ahmad,3,Naveen-ul-Haq,2
245, Ahmedabad,League-Match,AFG,SA,244.0,0.0,247.0,5.0,Rassie van der Dussen,2023,IND,played,SA,Azmatullah Omarzai,97,HE van der Dussen,76,G Coetzee,4,KA Maharaj,2
246, Hyderabad,League-Match,NZ,NED,322.0,7.0,223.0,0.0,Mitchell Santner,2023,IND,played,NZ,WA Young,70,CN Ackermann,69,MJ Santner,5,MJ Henry,3
247, Wankhede,Semi-Final,IND,NZ,397.0,4.0,327.0,0.0,Mohammed Shami,2023,IND,played,IND,DJ Mitchell,134,V Kohli,117,Mohammed Shami,7,TG Southee,3
248, Wankhede,League-Match,SA,ENG,399.0,7.0,170.0,0.0,Heinrich Klaasen,2023,IND,played,SA,H Klaasen,109,RR Hendricks,85,G Coetzee,3,RJW Topley,3
249, Lucknow,League-Match,NED,SL,262.0,0.0,263.0,5.0,Sadeera Samarawickrama,2023,IND,played,SL,S Samarawickrama,91,SA Engelbrecht,70,D Madushanka,4,CAK Rajitha,4
250, Bengaluru,League-Match,SL,NZ,171.0,0.0,172.0,5.0,Trent Boult,2023,IND,played,NZ,MDKJ Perera,51,DP Conway,45,TA Boult,3,MJ Santner,2
251, Hyderabad,League-Match,PAK,NED,286.0,0.0,205.0,0.0,Saud Shakeel,2023,IND,played,PAK,Saud Shakeel,68,Mohammad Rizwan,68,BFW de Leede,4,Haris Rauf,3
252, Bengaluru,League-Match,IND,NED,410.0,4.0,250.0,0.0,Shreyas Iyer,2023,IND,played,IND,SS Iyer,128,KL Rahul,102,JJ Bumrah,2,Kuldeep Yadav,2
253, Dharamsala,League-Match,ENG,BAN,364.0,9.0,227.0,0.0,Dawid Malan,2023,IND,played,ENG,DJ Malan,140,JE Root,82,RJW Topley,4,Mahedi Hasan,4
254, Pune,League-Match,SL,ENG,218.0,7.0,219.0,2.0,Graham Gooch,1987,IND,played,ENG,,0,,0,,0,,0
255, Lahore,Semi-Final,AUS,PAK,267.0,8.0,249.0,0.0,Craig McDermott,1987,PAK,played,AUS,,0,,0,,0,,0
256, Wankhede,Semi-Final,ENG,IND,254.0,6.0,219.0,0.0,Graham Gooch,1987,IND,played,ENG,,0,,0,,0,,0
257, Karachi,League-Match,WI,PAK,258.0,7.0,230.0,9.0,Richie Richardson,1987,PAK,played,WI,,0,,0,,0,,0
258, Wankhede,Semi-Final,ENG,IND,254.0,6.0,219.0,0.0,Graham Gooch,1987,IND,played,ENG,,0,,0,,0,,0
259, Cuttack,League-Match,AUS,ZIM,266.0,5.0,196.0,6.0,David Boon,1987,IND,played,AUS,,0,,0,,0,,0
260, Karachi,League-Match,WI,PAK,258.0,7.0,230.0,9.0,Richie Richardson,1987,PAK,played,WI,,0,,0,,0,,0
261, Bengaluru,League-Match,IND,NZ,252.0,7.0,236.0,8.0,Kapil Dev,1987,IND,played,IND,,0,,0,,0,,0
262, Nagpur,League-Match,NZ,IND,221.0,9.0,224.0,1.0,Sunil Gavaskar,1987,IND,played,IND,,0,,0,,0,,0
263, Hyderabad (Deccan),League-Match,NZ,ZIM,242.0,7.0,239.0,0.0,Dave Houghton,1987,IND,played,NZ,,0,,0,,0,,0
264, Chandigarh,League-Match,AUS,NZ,251.0,8.0,234.0,0.0,Geoff Marsh,1987,IND,played,AUS,,0,,0,,0,,0
265, Hyderabad (Sind),League-Match,PAK,SL,267.0,6.0,252.0,0.0,Javed Miandad,1987,PAK,played,PAK,,0,,0,,0,,0
266, Eden Gardens,League-Match,ZIM,NZ,227.0,5.0,228.0,6.0,Jeff Crowe,1987,IND,played,NZ,,0,,0,,0,,0
267, Chennai,League-Match,AUS,ZIM,235.0,9.0,139.0,0.0,Steve Waugh,1987,IND,played,AUS,,0,,0,,0,,0
268, Peshawar,League-Match,ENG,SL,296.0,4.0,158.0,8.0,Allan Lamb,1987,PAK,played,ENG,,0,,0,,0,,0
269, Faisalabad,League-Match,PAK,SL,297.0,7.0,184.0,8.0,Saleem Malik,1987,PAK,played,PAK,,0,,0,,0,,0
270, Gujranwala,League-Match,WI,ENG,243.0,7.0,246.0,8.0,Allan Lamb,1987,PAK,played,ENG,,0,,0,,0,,0
271, Ahmedabad,League-Match,ZIM,IND,191.0,7.0,194.0,3.0,Kapil Dev,1987,IND,played,IND,,0,,0,,0,,0
272, Kanpur,League-Match,WI,SL,236.0,8.0,211.0,8.0,Phil Simmons,1987,IND,played,WI,,0,,0,,0,,0
273, Karachi,League-Match,ENG,PAK,244.0,9.0,247.0,3.0,Imran Khan,1987,PAK,played,PAK,,0,,0,,0,,0
274, Indore,League-Match,AUS,NZ,199.0,4.0,196.0,9.0,David Boon,1987,IND,played,AUS,,0,,0,,0,,0
275, Karachi,League-Match,WI,SL,360.0,4.0,169.0,4.0,Viv Richards,1987,PAK,played,WI,,0,,0,,0,,0
276, Jaipur,League-Match,ENG,WI,269.0,5.0,235.0,0.0,Graham Gooch,1987,IND,played,ENG,,0,,0,,0,,0
277, Chennai,League-Match,AUS,IND,270.0,6.0,269.0,0.0,Geoff Marsh,1987,IND,played,AUS,,0,,0,,0,,0
278, Lahore,League-Match,WI,PAK,216.0,0.0,217.0,9.0,Saleem Yousuf,1987,PAK,played,PAK,,0,,0,,0,,0
279, Delhi,League-Match,IND,AUS,289.0,6.0,233.0,0.0,Mohammad Azharuddin,1987,IND,played,IND,,0,,0,,0,,0
280, Rawalpindi,League-Match,PAK,ENG,239.0,7.0,221.0,0.0,Abdul Qadir,1987,PAK,played,PAK,,0,,0,,0,,0
281, Eden Gardens,Final,AUS,ENG,253.0,5.0,246.0,8.0,David Boon,1987,IND,played,AUS,,0,,0,,0,,0
282, Wankhede,League-Match,ZIM,IND,135.0,0.0,136.0,2.0,Manoj Prabhakar,1987,IND,played,IND,,0,,0,,0,,0
283, Ahmedabad,League-Match,AUS,ZIM,262.0,6.0,171.0,0.0,Shane Watson,2011,IND,played,AUS,SR Watson,79,MJ Clarke,58,MG Johnson,4,JJ Krejza,2
284, Wankhede,Final,SL,IND,274.0,6.0,277.0,4.0,MS Dhoni,2011,IND,played,IND,DPMD Jayawardene,103,G Gambhir,97,SL Malinga,2,Yuvraj Singh,2
285, Nagpur,League-Match,IND,SA,296.0,0.0,300.0,7.0,Dale Steyn,2011,IND,played,SA,SR Tendulkar,111,V Sehwag,73,DW Steyn,5,Harbhajan Singh,3
286, Eden Gardens,League-Match,ZIM,KENYA,308.0,6.0,147.0,0.0,Craig Ervine,2011,IND,played,ZIM,CR Ervine,66,V Sibanda,61,RW Price,2,GA Lamb,2
287, Chennai,League-Match,ENG,WI,243.0,0.0,225.0,0.0,James Tredwell,2011,IND,played,ENG,AD Russell,49,IJL Trott,47,JC Tredwell,4,AD Russell,4
288, Chennai,League-Match,KENYA,NZ,69.0,0.0,72.0,0.0,Hamish Bennett,2011,IND,played,NZ,MJ Guptill,39,BB McCullum,26,HK Bennett,4,JDP Oram,3
289, Mirpur,Final,WI,PAK,112.0,0.0,113.0,0.0,Mohammad Hafeez,2011,BAN,played,PAK,Mohammad Hafeez,61,Kamran Akmal,47,Shahid Afridi,4,Mohammad Hafeez,2
290, Colombo (RPS),League-Match,KENYA,SL,142.0,0.0,146.0,1.0,Lasith Malinga,2011,SL,played,SL,WU Tharanga,67,CO Obuya,52,SL Malinga,6,KMDN Kulasekara,1
291, Eden Gardens,League-Match,NED,IRE,306.0,0.0,307.0,4.0,Paul Stirling,2011,IND,played,IRE,RN ten Doeschate,106,PR Stirling,101,TLW Cooper,2,PR Stirling,2
292, Colombo (RPS),League-Match,PAK,CAN,184.0,0.0,138.0,0.0,Shahid Afridi,2011,SL,played,PAK,Umar Akmal,48,AS Hansra,43,Shahid Afridi,5,HS Baidwan,3
293, Mirpur,League-Match,IND,BAN,370.0,4.0,283.0,9.0,Virender Sehwag,2011,BAN,played,IND,V Sehwag,175,V Kohli,100,MM Patel,4,Z Khan,2
294, Delhi,League-Match,WI,NED,330.0,8.0,115.0,0.0,Kemar Roach,2011,IND,played,WI,CH Gayle,80,KA Pollard,60,KAJ Roach,6,SJ Benn,3
295, Colombo (RPS),Final,ENG,SL,229.0,6.0,231.0,0.0,Tillakaratne Dilshan,2011,SL,played,SL,TM Dilshan,108,WU Tharanga,102,M Muralidaran,2,BAW Mendis,1
296, Bengaluru,League-Match,AUS,KENYA,324.0,6.0,264.0,6.0,Collins Obuya,2011,IND,played,AUS,CO Obuya,98,MJ Clarke,93,NN Odhiambo,3,JK Kamande,2
297, Mohali,League-Match,WI,IRE,275.0,0.0,231.0,0.0,Kieron Pollard,2011,IND,played,WI,DS Smith,107,KA Pollard,94,SJ Benn,4,KJ OBrien,4
298, Ahmedabad,Final,AUS,IND,260.0,6.0,261.0,5.0,Yuvraj Singh,2011,IND,played,IND,RT Ponting,104,Yuvraj Singh,57,Yuvraj Singh,2,R Ashwin,2
299, Nagpur,League-Match,NZ,AUS,206.0,0.0,207.0,3.0,Mitchell Johnson,2011,IND,played,AUS,SR Watson,62,BJ Haddin,55,MG Johnson,4,SW Tait,3
300, Mirpur,League-Match,SA,BAN,284.0,8.0,78.0,0.0,Lonwabo Tsotsobe,2011,BAN,played,SA,JH Kallis,69,F du Plessis,52,RJ Peterson,4,LL Tsotsobe,3
301, Mohali,League-Match,SA,NED,351.0,5.0,120.0,0.0,AB de Villiers,2011,IND,played,SA,AB de Villiers,134,HM Amla,113,Imran Tahir,3,RN ten Doeschate,3
302, Bengaluru,League-Match,ENG,IRE,327.0,8.0,329.0,7.0,Kevin O'Brien,2011,IND,played,IRE,KJ OBrien,113,IJL Trott,92,JF Mooney,4,GP Swann,3
303, Wankhede,League-Match,NZ,CAN,358.0,6.0,261.0,9.0,Brendon McCullum,2011,IND,played,NZ,BB McCullum,101,A Bagai,84,JDP Oram,3,HS Baidwan,3
304, Colombo (RPS),Semi-Final,NZ,SL,217.0,0.0,220.0,5.0,Kumar Sangakkara,2011,SL,played,SL,TM Dilshan,73,SB Styris,57,BAW Mendis,3,TG Southee,3
305, Mirpur,Final,NZ,SA,221.0,8.0,172.0,0.0,Jacob Oram,2011,BAN,played,NZ,JD Ryder,83,JH Kallis,47,JDP Oram,4,NL McCullum,3
306, Chennai,League-Match,IND,WI,268.0,0.0,188.0,0.0,Yuvraj Singh,2011,IND,played,IND,Yuvraj Singh,113,DS Smith,81,R Rampaul,5,Z Khan,3
307, Bengaluru,League-Match,CAN,AUS,211.0,0.0,212.0,3.0,Shane Watson,2011,IND,played,AUS,SR Watson,94,BJ Haddin,88,B Lee,4,SW Tait,2
308, Delhi,League-Match,WI,NED,330.0,8.0,115.0,0.0,Kemar Roach,2011,IND,played,WI,CH Gayle,80,KA Pollard,60,KAJ Roach,6,SJ Benn,3
309, Delhi,League-Match,WI,SA,222.0,0.0,223.0,3.0,AB de Villiers,2011,IND,played,SA,AB de Villiers,107,DM Bravo,73,Imran Tahir,4,DW Steyn,3
310, Nagpur,League-Match,ZIM,CAN,298.0,9.0,123.0,0.0,Tatenda Taibu,2011,IND,played,ZIM,T Taibu,98,CR Ervine,85,WD Balaji Rao,4,RW Price,3
311, Mohali,Semi-Final,IND,PAK,260.0,9.0,231.0,0.0,Sachin Tendulkar,2011,IND,played,IND,SR Tendulkar,85,Misbah-ul-Haq,56,Wahab Riaz,5,A Nehra,2
312, Colombo (RPS),League-Match,AUS,PAK,176.0,0.0,178.0,6.0,Umar Akmal,2011,SL,played,PAK,Asad Shafiq,46,Umar Akmal,44,B Lee,4,Umar Gul,3
313, Delhi,League-Match,KENYA,CAN,198.0,0.0,199.0,5.0,Henry Osinde,2011,IND,played,CAN,AS Hansra,70,A Bagai,64,H Osinde,4,Rizwan Cheema,2
314, Pallekele,League-Match,SL,ZIM,327.0,6.0,188.0,0.0,Tillakaratne Dilshan,2011,SL,played,SL,TM Dilshan,144,WU Tharanga,133,TM Dilshan,4,CB Mpofu,4
315, Bengaluru,League-Match,IND,ENG,338.0,0.0,338.0,8.0,Andrew Strauss,2011,IND,played,,AJ Strauss,158,SR Tendulkar,120,TT Bresnan,5,Z Khan,3
316, Eden Gardens,League-Match,SA,IRE,272.0,7.0,141.0,0.0,Jean-Paul Duminy,2011,IND,played,SA,JP Duminy,99,CA Ingram,46,RJ Peterson,3,M Morkel,3
317, Wankhede,League-Match,SL,NZ,265.0,9.0,153.0,0.0,Kumar Sangakkara,2011,IND,played,SL,KC Sangakkara,111,DPMD Jayawardene,66,M Muralidaran,4,TG Southee,3
318, Delhi,League-Match,NED,IND,189.0,0.0,191.0,5.0,Yuvraj Singh,2011,IND,played,IND,Yuvraj Singh,51,V Sehwag,39,Z Khan,3,PM Seelaar,3
319, Chattogram,League-Match,NED,BAN,160.0,0.0,166.0,4.0,Imrul Kayes,2011,BAN,played,BAN,Imrul Kayes,73,RN ten Doeschate,53,Abdur Razzak,3,TLW Cooper,2
320, Chattogram,League-Match,ENG,BAN,225.0,0.0,227.0,8.0,Imrul Kayes,2011,BAN,played,BAN,IJL Trott,67,EJG Morgan,63,A Shahzad,3,Abdur Razzak,2
321, Nagpur,League-Match,NED,ENG,292.0,6.0,296.0,4.0,Ryan ten Doeschate,2011,IND,played,ENG,RN ten Doeschate,119,AJ Strauss,88,GP Swann,2,RN ten Doeschate,2
322, Mirpur,League-Match,BAN,WI,58.0,0.0,59.0,1.0,Kemar Roach,2011,BAN,played,WI,CH Gayle,37,Junaid Siddique,25,SJ Benn,4,DJG Sammy,3
324, Chennai,League-Match,ENG,SA,171.0,0.0,165.0,0.0,Ravi Bopara,2011,IND,played,ENG,RS Bopara,60,IJL Trott,52,SCJ Broad,4,Imran Tahir,4
325, Mirpur,League-Match,BAN,IRE,205.0,0.0,178.0,0.0,Tamim Iqbal,2011,BAN,played,BAN,Tamim Iqbal,44,NJ OBrien,38,Shafiul Islam,4,AC Botha,3
326, Pallekele,League-Match,NZ,PAK,302.0,7.0,192.0,0.0,Ross Taylor,2011,SL,played,NZ,LRPL Taylor,131,Abdul Razzaq,62,TG Southee,3,Umar Gul,3
327, Ahmedabad,League-Match,ZIM,NZ,162.0,0.0,166.0,0.0,Martin Guptill,2011,IND,played,NZ,MJ Guptill,86,BB McCullum,76,TG Southee,3,DL Vettori,2
328, Bengaluru,League-Match,IRE,IND,207.0,0.0,210.0,5.0,Yuvraj Singh,2011,IND,played,IND,WTS Porterfield,75,Yuvraj Singh,50,Yuvraj Singh,5,Z Khan,3
329, Hambantota,League-Match,PAK,KENYA,317.0,7.0,112.0,0.0,Umar Akmal,2011,SL,played,PAK,Umar Akmal,71,Misbah-ul-Haq,65,Shahid Afridi,5,TM Odoyo,3
330, Wankhede,League-Match,NZ,CAN,358.0,6.0,261.0,9.0,Brendon McCullum,2011,IND,played,NZ,BB McCullum,101,A Bagai,84,JDP Oram,3,HS Baidwan,3
331, Hambantota,League-Match,SL,CAN,332.0,7.0,122.0,0.0,Mahela Jayawardene,2011,SL,played,SL,DPMD Jayawardene,100,KC Sangakkara,92,KMDN Kulasekara,3,NLTC Perera,3
332, Pallekele,League-Match,ZIM,PAK,151.0,7.0,164.0,3.0,Umar Gul,2011,SL,played,PAK,Asad Shafiq,78,CR Ervine,52,Umar Gul,3,RW Price,2
333, Colombo (RPS),League-Match,PAK,SL,277.0,7.0,266.0,9.0,Shahid Afridi,2011,SL,played,PAK,Misbah-ul-Haq,83,Younis Khan,72,Shahid Afridi,4,Shoaib Akhtar,2
334, Nottingham,League-Match,PAK,SL,330.0,6.0,138.0,0.0,Zaheer Abbas,1975,ENG,played,PAK,,0,,0,,0,,0
335, Leeds,League-Match,EAF,IND,120.0,0.0,123.0,0.0,Farokh Engineer,1975,ENG,played,IND,,0,,0,,0,,0
336, Leeds,Semi-Final,ENG,AUS,93.0,0.0,94.0,6.0,Gary Gilmour,1975,ENG,played,AUS,,0,,0,,0,,0
337, Birmingham,League-Match,ENG,EAF,290.0,5.0,94.0,0.0,John Snow,1975,ENG,played,ENG,,0,,0,,0,,0
338, The Oval,Semi-Final,NZ,WI,158.0,0.0,159.0,5.0,Alvin Kallicharran,1975,ENG,played,WI,,0,,0,,0,,0
339, Birmingham,League-Match,NZ,EAF,309.0,5.0,128.0,8.0,Glenn Turner,1975,ENG,played,NZ,,0,,0,,0,,0
340, Birmingham,League-Match,PAK,WI,266.0,7.0,267.0,9.0,Sarfraz Nawaz,1975,ENG,played,WI,,0,,0,,0,,0
341, Leeds,League-Match,AUS,PAK,278.0,7.0,205.0,0.0,Dennis Lillee,1975,ENG,played,AUS,,0,,0,,0,,0
342, Nottingham,League-Match,PAK,SL,330.0,6.0,138.0,0.0,Zaheer Abbas,1975,ENG,played,PAK,,0,,0,,0,,0
343, Nottingham,League-Match,ENG,NZ,266.0,6.0,186.0,0.0,Keith Fletcher,1975,ENG,played,ENG,,0,,0,,0,,0
344, Manchester,League-Match,SL,WI,86.0,0.0,87.0,1.0,Bernard Julien,1975,ENG,played,WI,,0,,0,,0,,0
345, The Oval,Semi-Final,NZ,WI,158.0,0.0,159.0,5.0,Alvin Kallicharran,1975,ENG,played,WI,,0,,0,,0,,0
346, Lord's,League-Match,ENG,IND,334.0,4.0,132.0,3.0,Dennis Amiss,1975,ENG,played,ENG,,0,,0,,0,,0
347, Manchester,League-Match,IND,NZ,230.0,0.0,233.0,6.0,Glenn Turner,1975,ENG,played,NZ,,0,,0,,0,,0
348, The Oval,League-Match,AUS,SL,328.0,5.0,276.0,4.0,Alan Turner,1975,ENG,played,AUS,,0,,0,,0,,0
349, The Oval,League-Match,AUS,WI,192.0,0.0,195.0,3.0,Alvin Kallicharran,1975,ENG,played,WI,,0,,0,,0,,0
350, Lord's,Final,WI,AUS,291.0,8.0,274.0,0.0,Clive Lloyd,1975,ENG,played,WI,,0,,0,,0,,0
351, Auckland,League-Match,WI,NZ,203.0,7.0,206.0,5.0,Martin Crowe,1992,NZ,played,NZ,,0,,0,,0,,0
352, Brisbane,League-Match,SA,PAK,211.0,7.0,173.0,8.0,Andrew Hudson,1992,AUS,played,SA,,0,,0,,0,,0
353, Sydney,League-Match,IND,PAK,216.0,7.0,173.0,0.0,Sachin Tendulkar,1992,AUS,played,IND,,0,,0,,0,,0
354, Sydney,League-Match,AUS,SA,170.0,9.0,171.0,1.0,Kepler Wessels,1992,AUS,played,SA,,0,,0,,0,,0
355, Wellington,League-Match,IND,WI,197.0,0.0,195.0,5.0,Anderson Cummins,1992,NZ,played,WI,,0,,0,,0,,0
356, Brisbane,League-Match,AUS,IND,237.0,9.0,234.0,0.0,Dean Jones,1992,AUS,played,AUS,,0,,0,,0,,0
358, Perth,League-Match,ENG,IND,236.0,9.0,227.0,0.0,Ian Botham,1992,AUS,played,ENG,,0,,0,,0,,0
359, Perth,League-Match,SL,PAK,212.0,6.0,216.0,6.0,Javed Miandad,1992,AUS,played,PAK,,0,,0,,0,,0
360, Christchurch,League-Match,SA,WI,200.0,8.0,136.0,0.0,Meyrick Pringle,1992,NZ,played,SA,,0,,0,,0,,0
